"id_area","td_navyj_km_4"
1016,24.5904585133108
1024,102.984487174472
1025,67.1116083188875
1017,17.9372098861314
1004,71.2101507647922
1015,9.74286764153264
2016,52.2187975724589
2017,22.0088025732987
2018,9.70967699231521
2021,56.3026694971362
2031,11.1726225713101
2027,20.822374962834
2045,33.4811417576703
2044,83.7979362492515
2008,37.5823197667403
2023,19.3479783677641
2026,19.3479783677641
2037,5.53941799458286
2036,3.72811679991178
2034,0
2040,23.3865737384494
2024,34.4536103185087
2039,27.4872403501579
2042,0
2025,16.6159741413975
3042,5.52239928001889
3043,35.6425220434531
3029,28.7088436064431
3041,30.126758516277
3036,4.10259233469541
3024,26.027951148554
3014,21.9272119860456
3023,23.3446507436712
3008,79.2980570958763
3019,25.9875125927133
3007,49.2515683538265
3012,10.9532767051973
3011,17.783270106177
3037,87.4916093748024
3006,27.3631048524339
3027,71.098767156786
3033,43.7724884819498
4007,57.4505650784092
4027,5.44202354302646
4043,57.4505650784092
4054,57.4505650784092
4047,32.8294334523441
4070,16.4147029525287
4053,61.5537114287306
4031,83.3361980007026
4040,53.3470712851805
4068,9.01377009122969
4046,45.1400522169911
4067,86.035543706941
4041,53.3470712851805
4079,53.3470712851805
4038,14.9870954031053
4051,53.3470712851805
4024,0
4001,92.8910508972899
4006,61.5537114287306
4025,5.44202354302646
4039,14.9870954031053
4026,5.44202354302646
4078,66.9924452333897
4010,36.9332700998884
4083,35.3659815618366
4036,5.43373467347152
4014,61.3083560091506
4082,35.3659815618366
4055,39.4642319262743
4057,16.1179233194166
4034,76.3671810425172
4037,23.42533165191
4035,31.2671154942465
4045,31.2671154942465
4071,103.683183821114
4061,21.814829614119
4080,4.10467581472659
4065,25.9154397870102
4029,47.7334038764892
4020,9.5009493282377
4069,5.39693702946611
4062,13.6038525957151
4063,55.9431053961517
4074,8.20938616514164
4056,4.10474251995676
4002,8.20953641172173
4011,30.0243169289949
4073,8.20938616514164
4075,87.2663770894574
4081,5.39629249194302
4017,3.50466165854377
4048,10.7923752222782
4012,111.891419888099
4058,13.6055888624513
4023,25.9154397870102
4016,5.39629249194302
4019,79.0568374761725
4033,91.3707291227339
4066,9.5009493282377
4049,21.814829614119
4044,17.7076609195303
4042,8.20953641172173
4030,61.3417531211689
4052,4.10474251995676
4077,74.9523365333411
4032,117.29556824643
4072,95.4749016039693
4064,16.4186072225854
4018,3.50466165854377
5006,0
5028,5.37457254689695
5018,16.1262538112082
5039,31.2761434349936
5045,23.0657876733305
5010,0
5020,0
5035,27.1710156577393
5021,36.6527887770148
5017,61.5769318548401
5014,44.8639844675423
5012,9.47989749958156
5022,51.801518410435
5011,8.21047541590694
5043,58.7409170838322
5029,31.2761434349936
5026,13.5826108426781
5024,18.9449916485427
5013,5.3672081278304
5019,14.8436621717833
5030,14.1906711779537
5005,3.45885208713472
5040,14.8436621717833
5025,18.9449916485427
5001,3.44592886029344
5003,0
5037,13.5688981920862
5007,4.10563957420711
5009,0
5002,9.46566017620549
5008,8.2117868894881
5033,36.2070702321356
5004,4.10584458580914
5027,4.10584458580914
6016,24.6382453395929
6024,9.4400738045
6021,34.0809755632652
6004,48.8657295284638
6020,40.6513689759462
6014,39.4191366450711
6023,0
6006,20.5320847710581
6005,59.5422264811105
1014,24.5929137881982
1023,13.8260270593018
1006,64.5178093378325
1005,64.5178093378325
1011,34.3140216162018
1019,17.9265700971951
1013,20.4944576613339
1020,22.0253207400944
1021,22.0253207400944
1022,16.3936041065351
1007,13.828165986695
1010,34.3140216162018
1002,9.7277295800267
3010,24.7108429681734
3039,91.7725753031125
3022,43.8273464457932
3005,4.10178294985894
3004,4.10178294985894
3017,32.909611133192
3009,26.1161216395178
3040,60.2140045253271
3018,17.8105725552358
3013,78.0864802402638
3016,34.3120300688855
3025,34.3120300688855
3020,95.8687028152423
3003,9.60725599923105
3026,38.4107027576762
3021,91.7725753031125
3030,45.2366406683279
7003,65.8543248407096
7012,71.1502001901534
7017,65.9405681726253
7004,56.5168438871105
7007,26.5386772469011
7006,37.1467870946718
7008,59.3607581426662
7011,31.8431863812975
